"","logFC","AveExpr","t","P.Value","adj.P.Val","B","probe.id","symbols"
"5544_at",-1.62724238024088,8.11288214529964,-6.44510451096593,9.78338991140557e-07,0.000390452432347701,5.72267189694137,"5544_at","PRB3"
"10926_at",1.62149196048029,7.52341822299395,4.77233114108445,6.82323567653057e-05,0.0014957862802721,1.70277545540313,"10926_at","DBF4"
"6674_at",1.62126142470857,5.56526484494298,4.19965365271918,0.000299479269497141,0.00320173974758843,0.303148552990011,"6674_at","SPAG1"
"81831_at",1.62028351373659,6.52311747535517,6.03519691619948,2.71022621404714e-06,0.000473378736156232,4.76023032253349,"81831_at","NETO2"
"5589_at",-1.61684171207157,10.1310063302106,-5.52368312611148,9.88520854108781e-06,0.000706522116364577,3.53474312236433,"5589_at","PRKCSH"
"10403_at",1.60655147031465,6.64169593360505,2.75857618343421,0.0107330745612417,0.0334891545030426,-3.02689514115069,"10403_at","NDC80"
"203427_at",1.6010105394437,6.17267924500305,4.89121498785079,5.01880872427711e-05,0.00128186132054978,1.99394744746442,"203427_at","SLC25A43"
"161582_at",1.59897263672368,5.93584241225629,4.64498032526193,9.48358770688345e-05,0.0017525872059572,1.39080513044958,"161582_at","DNAAF4"
"64105_at",1.59455777931836,6.06699774121584,3.42450474614074,0.00214563385518064,0.0106755316710032,-1.54484881198637,"64105_at","CENPK"
"53340_at",1.59307883368688,7.63332382236134,5.13579796999375,2.67132513485118e-05,0.00103843160365225,2.59200056090611,"53340_at","SPA17"
"399949_at",1.57852759288339,6.79329496946032,4.11140190452954,0.000375802125940857,0.00365176980444616,0.0889428333206901,"399949_at","HOATZ"
"342_at",-1.56861571060821,6.64152168909893,-6.63132571142349,6.19565223192446e-07,0.000373269824466884,6.15319451893089,"342_at","APOC1P1"
"5125_at",1.56563069499165,7.24757980356307,4.66940644048272,8.9031760874214e-05,0.00170920954990384,1.45063540064053,"5125_at","PCSK5"
"2149_at",1.56523774303763,6.89393539477905,4.40905473912605,0.000174503240094007,0.0023374328881278,0.813546426975639,"2149_at","F2R"
"54443_at",1.56482206054891,5.99221074361003,2.72641336424585,0.0115664136841762,0.0352884149399263,-3.09468977592997,"54443_at","ANLN"
"7341_at",1.55920246667539,6.46296472844645,5.08771772866287,3.02334546313923e-05,0.00109473291088483,2.47459122515164,"7341_at","SUMO1"
"136288_at",1.55271464970041,4.27827157106347,3.72736052835426,0.00100216977778618,0.00655023794772563,-0.833535363673021,"136288_at","C7orf57"
"79959_at",1.55068523576546,5.84390086433621,6.053278784776,2.59016244502174e-06,0.000465411294068644,4.8030858531931,"79959_at","CEP76"
"85457_at",1.54747276514304,7.6045009463093,4.73624231193101,7.49036111947423e-05,0.00156469697633805,1.61436527744981,"85457_at","CIPC"
"114801_at",1.54530599343219,9.12688290880807,4.73848535204839,7.4470554111874e-05,0.00155976976526342,1.61986032121017,"114801_at","TMEM200A"
"54762_at",1.5443384784819,6.89488043133454,3.31143905756849,0.00284000894465934,0.0129233475474693,-1.80545162953363,"54762_at","GRAMD1C"
"23333_at",1.54256641999294,8.29698734653893,4.90110706981728,4.89223782433824e-05,0.00127706984661004,2.01816653028323,"23333_at","DPY19L1"
"493812_at",1.53879943437254,4.52651450310072,8.29049045577544,1.27974461031527e-08,0.00013107144298849,9.77360582699399,"493812_at","HCG11"
"84455_at",1.52970064793704,6.59381628210537,5.01995645165171,3.60018988497493e-05,0.00114240741345636,2.3089751661258,"84455_at","EFCAB7"
"90865_at",1.51984511727725,6.55997514621474,4.94296162998335,4.39120856112072e-05,0.00123726982346626,2.1206186527159,"90865_at","IL33"
"8910_at",1.51926288930942,7.99440561155396,3.90927932638642,0.000630795696447917,0.00493475260149044,-0.398838642106157,"8910_at","SGCE"
"80183_at",1.51394785245741,6.97467631605361,5.08799759929163,3.02116685798855e-05,0.00109473291088483,2.47527491880255,"80183_at","RUBCNL"
"200728_at",1.50695628457413,6.12347101190528,7.28037400938262,1.30219111343409e-07,0.000167268376899133,7.61730578153157,"200728_at","TMEM17"
"347_at",-1.50565650556532,10.056362177491,-3.06911640534113,0.00513413757151111,0.0194036298920357,-2.35273191379531,"347_at","APOD"
